,일자|시간|구분,공급량
1498,2019-03-04 11 A,1823.4907016272368
1499,2019-03-04 12 A,1666.0238045258657
1500,2019-03-04 13 A,1547.540700725934
1501,2019-03-04 14 A,1393.7899789275673
1502,2019-03-04 15 A,1283.6133535298836
1503,2019-03-04 16 A,1220.73572499827
1504,2019-03-04 17 A,1257.2801164978755
1505,2019-03-04 18 A,1397.6325325476932
1506,2019-03-04 19 A,1712.0168833426626
1507,2019-03-04 20 A,1796.589082040177
1508,2019-03-04 21 A,1777.5650425799165
1509,2019-03-04 22 A,1714.104447103634
1510,2019-03-04 23 A,1606.0358720230718
1511,2019-03-04 24 A,1528.1400046221077
1512,2019-03-05 01 A,1469.4987788898886
1513,2019-03-05 02 A,1259.8915201861807
1514,2019-03-05 03 A,1140.368488419996
1515,2019-03-05 04 A,1146.149819888012
1516,2019-03-05 05 A,1321.5750960222383
1517,2019-03-05 06 A,1480.602420030636
1518,2019-03-05 07 A,1847.2582232732173
1519,2019-03-05 08 A,2287.760631457553
1520,2019-03-05 09 A,2213.915849182142
1521,2019-03-05 10 A,1997.5096791561584
1522,2019-03-05 11 A,1840.218121764188
1523,2019-03-05 12 A,1721.5756460859766
1524,2019-03-05 13 A,1577.9446969322385
1525,2019-03-05 14 A,1456.2543129382177
1526,2019-03-05 15 A,1347.195669566383
1527,2019-03-05 16 A,1258.816291759391
1528,2019-03-05 17 A,1310.329534818832
1529,2019-03-05 18 A,1528.3018882795432
1530,2019-03-05 19 A,1824.4320988959016
1531,2019-03-05 20 A,1953.9347104047167
1532,2019-03-05 21 A,1940.787187153695
1533,2019-03-05 22 A,1884.0249220472497
1534,2019-03-05 23 A,1789.575527012189
1535,2019-03-05 24 A,1672.7185922649371
1536,2019-03-06 01 A,1505.177347231146
1537,2019-03-06 02 A,1289.2840900280391
1538,2019-03-06 03 A,1182.898200850505
1539,2019-03-06 04 A,1224.2382475488946
1540,2019-03-06 05 A,1400.8805218528437
1541,2019-03-06 06 A,1568.084150694786
1542,2019-03-06 07 A,1837.6785964606
1543,2019-03-06 08 A,2315.0670340684187
1544,2019-03-06 09 A,2273.0556133586424
1545,2019-03-06 10 A,2069.727740305565
1546,2019-03-06 11 A,1943.6312151866848
1547,2019-03-06 12 A,1729.8685569151216
1548,2019-03-06 13 A,1646.439458321027
1549,2019-03-06 14 A,1501.8539117781952
1550,2019-03-06 15 A,1390.414313409607
1551,2019-03-06 16 A,1332.1729100550078
1552,2019-03-06 17 A,1362.9026982663213
1553,2019-03-06 18 A,1533.1216599909235
1554,2019-03-06 19 A,1895.250506589948
1555,2019-03-06 20 A,2028.83368748404
1556,2019-03-06 21 A,2015.34527479908
1557,2019-03-06 22 A,1948.6004435277723
1558,2019-03-06 23 A,1883.0594684570297
1559,2019-03-06 24 A,1703.832639742981
1560,2019-03-07 01 A,1571.6615400035191
1561,2019-03-07 02 A,1328.2429205852163
1562,2019-03-07 03 A,1215.4641250957832
1563,2019-03-07 04 A,1223.5842557806732
1564,2019-03-07 05 A,1414.4828662037671
1565,2019-03-07 06 A,1546.597296551728
1566,2019-03-07 07 A,1849.9944788065604
1567,2019-03-07 08 A,2302.920164995541
1568,2019-03-07 09 A,2264.7604635940684
1569,2019-03-07 10 A,2063.6285989705284
1570,2019-03-07 11 A,1927.1426996868204
1571,2019-03-07 12 A,1743.7267954369336
1572,2019-03-07 13 A,1621.9632449420164
1573,2019-03-07 14 A,1471.2858058974698
1574,2019-03-07 15 A,1326.0196732863474
1575,2019-03-07 16 A,1283.3272713081408
1576,2019-03-07 17 A,1304.6718021131378
1577,2019-03-07 18 A,1501.7296646176378
1578,2019-03-07 19 A,1842.543007919185
1579,2019-03-07 20 A,2000.2011168574688
1580,2019-03-07 21 A,1974.3140152078984
1581,2019-03-07 22 A,1926.846641162109
1582,2019-03-07 23 A,1876.682325987392
1583,2019-03-07 24 A,1741.1264291601397
1584,2019-03-08 01 A,1528.7205998935942
1585,2019-03-08 02 A,1336.0802397273228
1586,2019-03-08 03 A,1212.9679527585474
1587,2019-03-08 04 A,1231.370385410805
1588,2019-03-08 05 A,1410.2182250733313
1589,2019-03-08 06 A,1574.6163854121903
1590,2019-03-08 07 A,1875.272667306608
1591,2019-03-08 08 A,2311.929113616675
1592,2019-03-08 09 A,2325.070076790707
1593,2019-03-08 10 A,2069.358602072733
1594,2019-03-08 11 A,1939.222699180552
1595,2019-03-08 12 A,1744.8894233367373
1596,2019-03-08 13 A,1625.097698421737
1597,2019-03-08 14 A,1474.8600907728596
1598,2019-03-08 15 A,1370.4947460111655
1599,2019-03-08 16 A,1279.8052055512824
1600,2019-03-08 17 A,1347.9320457557142
1601,2019-03-08 18 A,1560.030169770151
1602,2019-03-08 19 A,1884.1668286577049
1603,2019-03-08 20 A,2019.2982193004757
1604,2019-03-08 21 A,1961.9423337071755
1605,2019-03-08 22 A,1953.9637194153931
1606,2019-03-08 23 A,1884.6685137331576
1607,2019-03-08 24 A,1716.686041669419
1608,2019-03-09 01 A,1539.186949892714
1609,2019-03-09 02 A,1334.6609324815577
1610,2019-03-09 03 A,1252.9426621395828
1611,2019-03-09 04 A,1258.6084158831438
1612,2019-03-09 05 A,1384.30980438385
1613,2019-03-09 06 A,1464.2106804291589
1614,2019-03-09 07 A,1526.1959571938607
1615,2019-03-09 08 A,1890.835909620392
1616,2019-03-09 09 A,1969.6655086966132
1617,2019-03-09 10 A,1917.8698834189308
1618,2019-03-09 11 A,1816.4030191750148
1619,2019-03-09 12 A,1627.78438703963
1620,2019-03-09 13 A,1542.777219093283
1621,2019-03-09 14 A,1432.7377663722905
1622,2019-03-09 15 A,1322.051523896848
1623,2019-03-09 16 A,1253.7225689314616
1624,2019-03-09 17 A,1324.1363532309224
1625,2019-03-09 18 A,1488.946313966129
1626,2019-03-09 19 A,1813.27652265416
1627,2019-03-09 20 A,1905.7244476227584
1628,2019-03-09 21 A,1841.3203616201376
1629,2019-03-09 22 A,1815.428800221541
1630,2019-03-09 23 A,1747.8082734670388
1631,2019-03-09 24 A,1681.7970123461423
1632,2019-03-10 01 A,1569.528337550723
1633,2019-03-10 02 A,1385.2686634357838
1634,2019-03-10 03 A,1277.2240236205082
1635,2019-03-10 04 A,1286.589856506028
1636,2019-03-10 05 A,1451.4046478217729
1637,2019-03-10 06 A,1500.5824504294203
1638,2019-03-10 07 A,1552.96090968589
1639,2019-03-10 08 A,1833.2009550236917
1640,2019-03-10 09 A,1951.5929260829173
1641,2019-03-10 10 A,1961.638062276107
1642,2019-03-10 11 A,1880.2808543162816
1643,2019-03-10 12 A,1679.404371143139
1644,2019-03-10 13 A,1534.298650638163
1645,2019-03-10 14 A,1408.087542669433
1646,2019-03-10 15 A,1322.9550717773775
1647,2019-03-10 16 A,1282.1938555118477
1648,2019-03-10 17 A,1335.548894040131
1649,2019-03-10 18 A,1597.196422274385
1650,2019-03-10 19 A,1947.537170476175
1651,2019-03-10 20 A,2059.608872957319
1652,2019-03-10 21 A,2004.5561337534828
1653,2019-03-10 22 A,1960.96547594124
1654,2019-03-10 23 A,1877.6909568987785
1655,2019-03-10 24 A,1793.0185730454166
1656,2019-03-11 01 A,1355.2273736743489
1657,2019-03-11 02 A,1190.396053536859
1658,2019-03-11 03 A,1113.947992671402
1659,2019-03-11 04 A,1177.663735578761
1660,2019-03-11 05 A,1383.8382820607037
1661,2019-03-11 06 A,1554.3508833415376
1662,2019-03-11 07 A,1944.2771524278453
1663,2019-03-11 08 A,2359.665549455442
1664,2019-03-11 09 A,2325.204273727908
1665,2019-03-11 10 A,2106.70856827908
1666,2019-03-11 11 A,1962.785149261737
1667,2019-03-11 12 A,1783.9713256293387
1668,2019-03-11 13 A,1648.92455566483
1669,2019-03-11 14 A,1483.003948293428
1670,2019-03-11 15 A,1382.6544201739598
1671,2019-03-11 16 A,1294.6912842244888
1672,2019-03-11 17 A,1373.4413498498766
1673,2019-03-11 18 A,1575.9785128518542
1674,2019-03-11 19 A,1912.6541164615792
1675,2019-03-11 20 A,2074.3512425148765
1676,2019-03-11 21 A,2019.7311302550224
1677,2019-03-11 22 A,1929.2950757983804
1678,2019-03-11 23 A,1853.293220746852
1679,2019-03-11 24 A,1780.4691049980815
1680,2019-03-12 01 A,1432.1471589080747
1681,2019-03-12 02 A,1204.4753571448227
1682,2019-03-12 03 A,1112.3198636367745
1683,2019-03-12 04 A,1132.144133331259
1684,2019-03-12 05 A,1313.039877157682
1685,2019-03-12 06 A,1514.591809693845
1686,2019-03-12 07 A,1786.5763150156154
1687,2019-03-12 08 A,2221.19366393428
1688,2019-03-12 09 A,2187.2491202753927
1689,2019-03-12 10 A,1958.5016424445507
1690,2019-03-12 11 A,1843.2771541521463
1691,2019-03-12 12 A,1656.385438998054
1692,2019-03-12 13 A,1521.7127987533163
1693,2019-03-12 14 A,1428.7092634415903
1694,2019-03-12 15 A,1319.861702212464
1695,2019-03-12 16 A,1256.6006071097654
1696,2019-03-12 17 A,1258.6526671953377
1697,2019-03-12 18 A,1461.8673796446426
1698,2019-03-12 19 A,1785.7073988516809
1699,2019-03-12 20 A,1932.8188699912864
1700,2019-03-12 21 A,1879.431577285224
1701,2019-03-12 22 A,1858.450456692925
1702,2019-03-12 23 A,1788.3940610738896
1703,2019-03-12 24 A,1661.3968513177686
1704,2019-03-13 01 A,1344.564210214274
1705,2019-03-13 02 A,1120.5430573697024
1706,2019-03-13 03 A,1020.3853615460536
1707,2019-03-13 04 A,1028.9350164087714
1708,2019-03-13 05 A,1215.3410448895138
1709,2019-03-13 06 A,1369.4060383761737
1710,2019-03-13 07 A,1675.2813671390522
1711,2019-03-13 08 A,2109.766377597197
1712,2019-03-13 09 A,2036.658334648754
1713,2019-03-13 10 A,1779.4332150625228
1714,2019-03-13 11 A,1682.1287613668453
1715,2019-03-13 12 A,1555.9667662168008
1716,2019-03-13 13 A,1423.0606532836769
1717,2019-03-13 14 A,1311.96796338026
1718,2019-03-13 15 A,1182.389124799435
1719,2019-03-13 16 A,1132.6392369572854
1720,2019-03-13 17 A,1246.235180032193
1721,2019-03-13 18 A,1378.8344326091194
1722,2019-03-13 19 A,1695.7509062096929
1723,2019-03-13 20 A,1780.5782412284188
1724,2019-03-13 21 A,1782.875268188479
1725,2019-03-13 22 A,1722.3363934553593
1726,2019-03-13 23 A,1659.109171065514
1727,2019-03-13 24 A,1511.3567360618383
1728,2019-03-14 01 A,1304.5491546101573
1729,2019-03-14 02 A,1103.098457376437
1730,2019-03-14 03 A,994.7843434549618
1731,2019-03-14 04 A,1017.4833386169856
1732,2019-03-14 05 A,1186.8246261005445
1733,2019-03-14 06 A,1350.23422090863
1734,2019-03-14 07 A,1667.7026230316862
1735,2019-03-14 08 A,2098.7027240615266
1736,2019-03-14 09 A,2045.4814738188288
1737,2019-03-14 10 A,1775.370894633529
1738,2019-03-14 11 A,1678.9761508100285
1739,2019-03-14 12 A,1559.2671577567637
1740,2019-03-14 13 A,1419.3952752359476
1741,2019-03-14 14 A,1337.1153573750096
1742,2019-03-14 15 A,1187.3086424347514
1743,2019-03-14 16 A,1149.585859286224
1744,2019-03-14 17 A,1161.405184281536
1745,2019-03-14 18 A,1361.039455730761
1746,2019-03-14 19 A,1654.32205974807
1747,2019-03-14 20 A,1784.5180251772545
1748,2019-03-14 21 A,1719.5529989843358
1749,2019-03-14 22 A,1703.8114620228455
1750,2019-03-14 23 A,1638.7050791293414
1751,2019-03-14 24 A,1560.6180829590185
1752,2019-03-15 01 A,1300.3103627749451
1753,2019-03-15 02 A,1097.3632297960603
1754,2019-03-15 03 A,986.8336312099004
1755,2019-03-15 04 A,986.1713830748462
1756,2019-03-15 05 A,1175.7457740441691
1757,2019-03-15 06 A,1302.0099018398107
1758,2019-03-15 07 A,1615.793384359397
1759,2019-03-15 08 A,2064.9390190355184
1760,2019-03-15 09 A,2008.302043643418
1761,2019-03-15 10 A,1755.1666591472165
1762,2019-03-15 11 A,1625.2677457629345
1763,2019-03-15 12 A,1519.4319369919583
1764,2019-03-15 13 A,1379.9189797333609
1765,2019-03-15 14 A,1288.0781819886183
1766,2019-03-15 15 A,1181.3472790293956
1767,2019-03-15 16 A,1102.991765248074
1768,2019-03-15 17 A,1157.2581022712136
1769,2019-03-15 18 A,1320.3739231541026
1770,2019-03-15 19 A,1603.886106421432
1771,2019-03-15 20 A,1670.975477904433
1772,2019-03-15 21 A,1675.0464449428796
1773,2019-03-15 22 A,1625.6451284431453
1774,2019-03-15 23 A,1529.9921466022697
1775,2019-03-15 24 A,1458.3171592691542
1776,2019-03-16 01 A,1280.2005522772313
1777,2019-03-16 02 A,1080.6204772735273
1778,2019-03-16 03 A,972.1248167920266
1779,2019-03-16 04 A,983.2985458912256
1780,2019-03-16 05 A,1106.9683362731678
1781,2019-03-16 06 A,1197.0569195514272
1782,2019-03-16 07 A,1288.5959557325548
1783,2019-03-16 08 A,1590.084563022207
1784,2019-03-16 09 A,1637.877923092503
1785,2019-03-16 10 A,1596.8474255070946
1786,2019-03-16 11 A,1535.9782810494817
1787,2019-03-16 12 A,1409.7514333019142
1788,2019-03-16 13 A,1310.156514233754
1789,2019-03-16 14 A,1199.3115172713942
1790,2019-03-16 15 A,1101.1748298345
1791,2019-03-16 16 A,1032.302569033195
1792,2019-03-16 17 A,1076.374015501975
1793,2019-03-16 18 A,1223.2974992958164
1794,2019-03-16 19 A,1476.6260850419585
1795,2019-03-16 20 A,1539.1784327158523
1796,2019-03-16 21 A,1493.8044925568151
1797,2019-03-16 22 A,1471.4258223236789
1798,2019-03-16 23 A,1368.902718105412
1799,2019-03-16 24 A,1302.0443660495432
1800,2019-03-17 01 A,1108.675023813475
1801,2019-03-17 02 A,931.2483039429762
1802,2019-03-17 03 A,833.3807138048464
1803,2019-03-17 04 A,850.2433168047326
1804,2019-03-17 05 A,979.5694306302596
1805,2019-03-17 06 A,1024.3461364453606
1806,2019-03-17 07 A,1090.9455612266938
1807,2019-03-17 08 A,1322.9860549974803
1808,2019-03-17 09 A,1402.969270538486
1809,2019-03-17 10 A,1408.245917367825
1810,2019-03-17 11 A,1350.6329801444958
1811,2019-03-17 12 A,1236.0200750825638
1812,2019-03-17 13 A,1160.633586445634
1813,2019-03-17 14 A,1082.8429399001989
1814,2019-03-17 15 A,1009.1876810342663
1815,2019-03-17 16 A,968.7208199490676
1816,2019-03-17 17 A,999.5799752389348
1817,2019-03-17 18 A,1149.496292048117
1818,2019-03-17 19 A,1427.7185112610089
1819,2019-03-17 20 A,1507.6631082103013
1820,2019-03-17 21 A,1460.983359869043
1821,2019-03-17 22 A,1433.8684707275288
1822,2019-03-17 23 A,1339.396235915645
1823,2019-03-17 24 A,1234.6372208088062
1824,2019-03-18 01 A,1022.0647366617412
1825,2019-03-18 02 A,852.5951500684116
1826,2019-03-18 03 A,821.8852942321291
1827,2019-03-18 04 A,900.3166110444433
1828,2019-03-18 05 A,990.3210917761994
1829,2019-03-18 06 A,1144.063929959657
1830,2019-03-18 07 A,1475.579575488468
1831,2019-03-18 08 A,1885.7089036044904
1832,2019-03-18 09 A,1793.808878666595
1833,2019-03-18 10 A,1571.681631726956
1834,2019-03-18 11 A,1446.5426846854066
1835,2019-03-18 12 A,1355.773242427177
1836,2019-03-18 13 A,1260.0068555605812
1837,2019-03-18 14 A,1169.7168698485011
1838,2019-03-18 15 A,1070.6962453474052
1839,2019-03-18 16 A,995.5355927132164
1840,2019-03-18 17 A,1058.7157665921784
1841,2019-03-18 18 A,1163.6561746282985
1842,2019-03-18 19 A,1502.0865144954842
1843,2019-03-18 20 A,1597.695964275969
1844,2019-03-18 21 A,1563.4358237245851
1845,2019-03-18 22 A,1509.5219441363083
1846,2019-03-18 23 A,1469.012636875395
1847,2019-03-18 24 A,1367.6656242055485
1848,2019-03-19 01 A,1144.8049535823036
1849,2019-03-19 02 A,953.0623831403414
1850,2019-03-19 03 A,862.9886336401478
1851,2019-03-19 04 A,872.1235581535177
1852,2019-03-19 05 A,1062.4646636683278
1853,2019-03-19 06 A,1171.3270111645263
1854,2019-03-19 07 A,1465.2242921110292
1855,2019-03-19 08 A,1911.504826409262
1856,2019-03-19 09 A,1802.9764262700005
1857,2019-03-19 10 A,1590.128495028911
1858,2019-03-19 11 A,1469.2391184635858
1859,2019-03-19 12 A,1352.0252484080577
1860,2019-03-19 13 A,1299.834002336161
1861,2019-03-19 14 A,1189.1234929200962
1862,2019-03-19 15 A,1093.611968212795
1863,2019-03-19 16 A,1014.554023653056
1864,2019-03-19 17 A,1035.2608556226928
1865,2019-03-19 18 A,1173.1404194239649
1866,2019-03-19 19 A,1473.0136370261523
1867,2019-03-19 20 A,1598.3759419545154
1868,2019-03-19 21 A,1571.383771651963
1869,2019-03-19 22 A,1546.7556164950747
1870,2019-03-19 23 A,1482.543509974743
1871,2019-03-19 24 A,1387.349501488875
1872,2019-03-20 01 A,1165.0673293585655
1873,2019-03-20 02 A,986.5233530136492
1874,2019-03-20 03 A,872.4142137902817
1875,2019-03-20 04 A,924.314578598152
1876,2019-03-20 05 A,1091.8844358926208
1877,2019-03-20 06 A,1225.3972257862542
1878,2019-03-20 07 A,1516.4352694003394
1879,2019-03-20 08 A,1950.0442340070235
1880,2019-03-20 09 A,1864.101253596194
1881,2019-03-20 10 A,1613.7574075557086
1882,2019-03-20 11 A,1502.5624180381678
1883,2019-03-20 12 A,1385.0111781256107
1884,2019-03-20 13 A,1314.4825517464576
1885,2019-03-20 14 A,1233.3066214868234
1886,2019-03-20 15 A,1147.440838810175
1887,2019-03-20 16 A,1068.981817548134
1888,2019-03-20 17 A,1066.4786412580047
1889,2019-03-20 18 A,1280.991427524422
1890,2019-03-20 19 A,1591.846057208283
1891,2019-03-20 20 A,1691.2433019747382
1892,2019-03-20 21 A,1670.8033116960266
1893,2019-03-20 22 A,1668.714237883804
1894,2019-03-20 23 A,1584.3970656280353
1895,2019-03-20 24 A,1447.2684142716755
1896,2019-03-21 01 A,1306.954757028439
1897,2019-03-21 02 A,1101.2583541493432
1898,2019-03-21 03 A,1003.9803800098414
1899,2019-03-21 04 A,1018.7379928250318
1900,2019-03-21 05 A,1192.827629015826
1901,2019-03-21 06 A,1353.274800693257
1902,2019-03-21 07 A,1634.5393065351957
1903,2019-03-21 08 A,2081.656449375192
1904,2019-03-21 09 A,2013.731785335906
1905,2019-03-21 10 A,1751.940140259088
1906,2019-03-21 11 A,1627.4221480079498
1907,2019-03-21 12 A,1510.383300189109
1908,2019-03-21 13 A,1378.0197360802754
1909,2019-03-21 14 A,1271.060429249255
1910,2019-03-21 15 A,1161.7628409470394
1911,2019-03-21 16 A,1080.4290309253597
1912,2019-03-21 17 A,1098.3023518126895
1913,2019-03-21 18 A,1323.161781095445
1914,2019-03-21 19 A,1637.0266764181874
1915,2019-03-21 20 A,1753.3479475523
1916,2019-03-21 21 A,1734.0219146683194
1917,2019-03-21 22 A,1665.2316894664425
1918,2019-03-21 23 A,1560.4207496628246
1919,2019-03-21 24 A,1489.5383957356962
1920,2019-03-22 01 A,1291.1194793223024
1921,2019-03-22 02 A,1090.935272491895
1922,2019-03-22 03 A,982.651960383252
1923,2019-03-22 04 A,1005.6087397005494
1924,2019-03-22 05 A,1194.8270875878472
1925,2019-03-22 06 A,1326.3846545966628
1926,2019-03-22 07 A,1636.5211478953345
1927,2019-03-22 08 A,2075.395597467861
1928,2019-03-22 09 A,1949.7981253256785
1929,2019-03-22 10 A,1754.2149338917743
1930,2019-03-22 11 A,1621.4135148220012
1931,2019-03-22 12 A,1517.3095241650838
1932,2019-03-22 13 A,1383.3520974152902
1933,2019-03-22 14 A,1287.6828718463212
1934,2019-03-22 15 A,1183.710349385276
1935,2019-03-22 16 A,1099.8651455880708
1936,2019-03-22 17 A,1158.7537626096198
1937,2019-03-22 18 A,1343.22488716653
1938,2019-03-22 19 A,1624.5988251407994
1939,2019-03-22 20 A,1711.979729089438
1940,2019-03-22 21 A,1683.827186636383
1941,2019-03-22 22 A,1628.574133104764
1942,2019-03-22 23 A,1590.1412783670496
1943,2019-03-22 24 A,1512.891435808331
1944,2019-03-23 01 A,1299.9504168738763
1945,2019-03-23 02 A,1117.485821554624
1946,2019-03-23 03 A,1008.1795625984672
1947,2019-03-23 04 A,1026.8249609870722
1948,2019-03-23 05 A,1158.4322582477164
1949,2019-03-23 06 A,1220.2543932932083
1950,2019-03-23 07 A,1321.4990600095855
1951,2019-03-23 08 A,1633.77819082143
1952,2019-03-23 09 A,1712.6195967715555
1953,2019-03-23 10 A,1654.8295575977486
1954,2019-03-23 11 A,1553.515620714325
1955,2019-03-23 12 A,1463.907266323181
1956,2019-03-23 13 A,1337.2866499644024
1957,2019-03-23 14 A,1247.229789207494
1958,2019-03-23 15 A,1151.057924024114
1959,2019-03-23 16 A,1080.3766379466117
1960,2019-03-23 17 A,1134.8218008807842
1961,2019-03-23 18 A,1292.7916425010785
1962,2019-03-23 19 A,1584.2094611132552
1963,2019-03-23 20 A,1652.2908161747118
1964,2019-03-23 21 A,1571.0951687899994
1965,2019-03-23 22 A,1507.8423107736703
1966,2019-03-23 23 A,1437.8717832815291
1967,2019-03-23 24 A,1383.313093347746
1968,2019-03-24 01 A,1222.5087040015464
1969,2019-03-24 02 A,1075.5957663334234
1970,2019-03-24 03 A,936.8064455471498
1971,2019-03-24 04 A,984.441670774601
1972,2019-03-24 05 A,1111.604868207775
1973,2019-03-24 06 A,1141.4759330368497
1974,2019-03-24 07 A,1208.5760695652368
1975,2019-03-24 08 A,1465.060571106133
1976,2019-03-24 09 A,1507.4598552010636
1977,2019-03-24 10 A,1541.6124277717154
1978,2019-03-24 11 A,1450.5083834530717
1979,2019-03-24 12 A,1357.7172901001616
1980,2019-03-24 13 A,1247.7520718287874
1981,2019-03-24 14 A,1154.5536466547142
1982,2019-03-24 15 A,1083.262259167417
1983,2019-03-24 16 A,1034.7699650825257
1984,2019-03-24 17 A,1059.2798574636795
1985,2019-03-24 18 A,1231.4715832225784
1986,2019-03-24 19 A,1555.8966486604563
1987,2019-03-24 20 A,1645.6042635544777
1988,2019-03-24 21 A,1615.885504721682
1989,2019-03-24 22 A,1515.5449524309222
1990,2019-03-24 23 A,1431.651979325042
1991,2019-03-24 24 A,1366.4060677457364
1992,2019-03-25 01 A,1078.8061119513454
1993,2019-03-25 02 A,906.0355340238154
1994,2019-03-25 03 A,848.8825474368501
1995,2019-03-25 04 A,909.4057026728286
1996,2019-03-25 05 A,1101.3679504145844
1997,2019-03-25 06 A,1271.2349838857228
1998,2019-03-25 07 A,1607.1045107488058
1999,2019-03-25 08 A,2011.4301547562009
2000,2019-03-25 09 A,1919.2609545826697
2001,2019-03-25 10 A,1655.2630505569864
2002,2019-03-25 11 A,1562.345970749329
2003,2019-03-25 12 A,1445.7296971054589
2004,2019-03-25 13 A,1372.8220775577026
2005,2019-03-25 14 A,1270.562324151269
2006,2019-03-25 15 A,1138.5600605474294
2007,2019-03-25 16 A,1065.743815276999
2008,2019-03-25 17 A,1115.3633218493658
2009,2019-03-25 18 A,1243.5863758740527
2010,2019-03-25 19 A,1594.4141716411264
2011,2019-03-25 20 A,1661.20387332336
2012,2019-03-25 21 A,1667.7619497269775
2013,2019-03-25 22 A,1644.315692107
2014,2019-03-25 23 A,1569.920975341191
2015,2019-03-25 24 A,1455.7601464004797
2016,2019-03-26 01 A,1168.844820634163
2017,2019-03-26 02 A,948.6630217641732
2018,2019-03-26 03 A,868.0937142889039
2019,2019-03-26 04 A,898.3936082093869
2020,2019-03-26 05 A,1094.9083802324049
2021,2019-03-26 06 A,1237.473555588085
2022,2019-03-26 07 A,1533.7520953453522
2023,2019-03-26 08 A,1896.17022604882
2024,2019-03-26 09 A,1853.509270857333
2025,2019-03-26 10 A,1604.8053078060016
2026,2019-03-26 11 A,1484.9533391673249
2027,2019-03-26 12 A,1365.5852754231992
2028,2019-03-26 13 A,1285.4554599118717
2029,2019-03-26 14 A,1174.2372007906115
2030,2019-03-26 15 A,1072.872222538922
2031,2019-03-26 16 A,992.6525051739995
2032,2019-03-26 17 A,1061.0940105646582
2033,2019-03-26 18 A,1168.1087487190914
2034,2019-03-26 19 A,1485.532612144716
2035,2019-03-26 20 A,1566.6355871739604
2036,2019-03-26 21 A,1547.8203982071152
2037,2019-03-26 22 A,1534.161893039608
2038,2019-03-26 23 A,1472.6429327069095
2039,2019-03-26 24 A,1390.0825670552192
2040,2019-03-27 01 A,1149.838473201795
2041,2019-03-27 02 A,966.2890710592504
2042,2019-03-27 03 A,861.0439447049749
2043,2019-03-27 04 A,874.4444966052467
2044,2019-03-27 05 A,1091.0273854216898
2045,2019-03-27 06 A,1225.7920935842883
2046,2019-03-27 07 A,1504.544095995413
2047,2019-03-27 08 A,1882.214630269212
2048,2019-03-27 09 A,1809.3375189821536
2049,2019-03-27 10 A,1576.47285835013
2050,2019-03-27 11 A,1445.0778654840417
2051,2019-03-27 12 A,1352.643543509084
2052,2019-03-27 13 A,1270.5095383082285
2053,2019-03-27 14 A,1156.0308829125872
2054,2019-03-27 15 A,1049.2502201649454
2055,2019-03-27 16 A,971.645129868836
2056,2019-03-27 17 A,1035.5915973164283
2057,2019-03-27 18 A,1149.1294395103064
2058,2019-03-27 19 A,1469.411264246918
2059,2019-03-27 20 A,1572.0334790164911
2060,2019-03-27 21 A,1537.9048324716646
2061,2019-03-27 22 A,1460.5136475383938
2062,2019-03-27 23 A,1456.4225321621625
2063,2019-03-27 24 A,1371.4100146972526
2064,2019-03-28 01 A,1092.6170391518815
2065,2019-03-28 02 A,899.2020087847627
2066,2019-03-28 03 A,826.3630689078061
2067,2019-03-28 04 A,848.4760673960452
2068,2019-03-28 05 A,1005.9894214871013
2069,2019-03-28 06 A,1140.8580810079443
2070,2019-03-28 07 A,1405.8027267236198
2071,2019-03-28 08 A,1808.788935287694
2072,2019-03-28 09 A,1700.776723056898
2073,2019-03-28 10 A,1447.1228403172404
2074,2019-03-28 11 A,1379.6205634715157
2075,2019-03-28 12 A,1278.768034994266
2076,2019-03-28 13 A,1208.896768515653
2077,2019-03-28 14 A,1113.3781294178616
2078,2019-03-28 15 A,1009.4396946607616
2079,2019-03-28 16 A,924.178354970928
2080,2019-03-28 17 A,945.6391157892004
2081,2019-03-28 18 A,1107.3879149690022
2082,2019-03-28 19 A,1368.9891194209526
2083,2019-03-28 20 A,1448.920089703127
2084,2019-03-28 21 A,1429.6998367008523
2085,2019-03-28 22 A,1430.082442339672
2086,2019-03-28 23 A,1338.5539078594277
2087,2019-03-28 24 A,1260.914881952424
2088,2019-03-29 01 A,1032.261346863488
2089,2019-03-29 02 A,881.2936636844204
2090,2019-03-29 03 A,783.4580290517486
2091,2019-03-29 04 A,791.0816033944909
2092,2019-03-29 05 A,974.3699637897372
2093,2019-03-29 06 A,1091.1360416840364
2094,2019-03-29 07 A,1390.487535566299
2095,2019-03-29 08 A,1759.8404479094847
2096,2019-03-29 09 A,1673.1676719921445
2097,2019-03-29 10 A,1489.6639300714091
2098,2019-03-29 11 A,1385.290563157827
2099,2019-03-29 12 A,1322.5396456844646
2100,2019-03-29 13 A,1232.999874141293
2101,2019-03-29 14 A,1144.0406834443284
2102,2019-03-29 15 A,1049.7835373780258
2103,2019-03-29 16 A,970.2198474259324
2104,2019-03-29 17 A,1011.6000447771256
2105,2019-03-29 18 A,1135.7470263319187
2106,2019-03-29 19 A,1383.8012544331473
2107,2019-03-29 20 A,1453.0251800332262
2108,2019-03-29 21 A,1417.5726550942072
2109,2019-03-29 22 A,1408.4123371614658
2110,2019-03-29 23 A,1306.9636469013235
2111,2019-03-29 24 A,1228.6303505062576
2112,2019-03-30 01 A,1080.993992126975
2113,2019-03-30 02 A,871.6954825618084
2114,2019-03-30 03 A,768.7085006459156
2115,2019-03-30 04 A,799.318636290126
2116,2019-03-30 05 A,907.6557512814657
